codigo;cod_competencia;identificador;nombre
habi1566;compe122;5488;Ejercita habilidades motrices para el dominio y precisión en el trazo 
habi1567;compe122;5490;Reproduce, mediante el dibujo, rasgos esenciales de objetos a partir de la observación directa 
habi1568;compe122;5492;Experimenta con las témperas aplicando la técnica de diferentes formas (pinceles, esponjas, grado de humedad, estampaciones…) 
habi1569;compe122;5494;Utiliza el modelado para la creación de volúmenes 
habi1570;compe122;5496;Crea composiciones básicas con diferentes técnicas, aplicando procesos creativos sencillos 
habi1571;compe122;5498;Realiza composiciones abstractas con diferentes técnicas gráficas para expresar sensaciones por medio del uso del color 
habi1572;compe122;5500;Utiliza el papel como material para crear composiciones sencillas 
habi1573;compe123;5520;Utiliza diversas técnicas de dibujo y con diferentes funciones 
habi1574;compe123;5522;Elabora grafismos detallados, figurativos o no figurativos 
habi1575;compe123;5524;Secuencia una historia en diferentes viñetas en las que incorpora imágenes y textos siguiendo el patrón de un cómic 
habi1576;compe123;5526;Confecciona obras tridimensionales, estáticas o móviles, con diferentes materiales 
habi1577;compe123;5528;Utiliza el papel como material para crear composiciones (abstractas o figurativas), figuras tridimensionales … 
habi1578;compe123;5530;Usa materiales con formas, texturas y colores diversos para la elaboración de un collage 
habi1579;compe123;5532;Realiza composiciones modulares con diferentes procedimientos gráfico-plásticos en aplicaciones al diseño textil, ornamental, arquitectónico o decorativo 
habi1580;compe123;5534;Conoce y aplica métodos creativos para la elaboración de diseños gráficos, diseños de producto, moda y sus múltiples aplicaciones 
habi1581;compe123;5536;Recicla materiales para la elaboración de obras, aprovechando sus cualidades gráfico – plásticas 
habi1582;compe123;5538;Realiza murales aplicando diferentes técnicas 
habi1583;compe123;5540;Utiliza las TIC para realizar creaciones plásticas 
habi1584;compe124;5560;Reconoce en su entorno imágenes fijas y en movimiento y las clasifica 
habi1585;compe124;5562;Analiza imágenes fijas atendiendo al tamaño, formato, elementos básicos (puntos, rectas, planos, colores, iluminación, función…) 
habi1586;compe124;5564;Conoce el papel que ha jugado la tecnología en la evolución de la fotografía 
habi1587;compe124;5566;Reconoce el tema de una fotografía 
habi1588;compe124;5568;Realiza fotografías teniendo en cuenta el encuadre, iluminación… 
habi1589;compe124;5570;Observa los elementos del lenguaje visual en imágenes móviles (televisión y cine) 
habi1590;compe124;5572;Describe mensajes audiovisuales breves y sencillos 
habi1591;compe124;5574;Conoce el proceso empleado para la creación, montaje y difusión de una película de animación 
habi1592;compe124;5576;Realiza sencillas obras de animación para familiarizarse con los conceptos elementales de la creación audiovisual: guión, realización, montaje, sonido 
habi1593;compe124;5578;Maneja programas informáticos sencillos de elaboración y retoque de imágenes digitales 
habi1594;compe124;5580;Conoce las consecuencias de la difusión de imágenes sin autorización y respeta los derechos de autor
habi1595;compe125;5700;Elige y usa diferentes técnicas de movimiento para exteriorizar y comunicar sensaciones, sentimientos e ideas, adaptándose a las circunstancias dadas 
habi1596;compe125;5702;Demuestra flexibilidad en los movimientos incorporando niveles, velocidad, intensidad y direcciones diferentes en las actividades de movimiento 
habi1597;compe125;5703;Muestra desinhibición y espontaneidad en las actividades de movimiento 
habi1598;compe125;5704;Domina el espacio en las improvisaciones y en los juegos escénicos 
habi1599;compe125;5706;Emplea una articulación y dicción claras 
habi1600;compe125;5708;Proyecta la voz apropiadamente
habi1601;compe125;5710;Elige y utiliza técnicas de voz y efectos vocales adecuados en respuesta a una interpretación y a unas circunstancias concretas 
habi1602;compe125;5712;Realiza correctamente la lectura dramatizada de textos 
habi1603;compe126;5732;Crea personajes a partir de la observación de personas, personajes de películas, de la TV o imágenes 
habi1604;compe126;5734;Realiza representaciones dramáticas personificando objetos del entorno 
habi1605;compe126;5736;Recurre a la memoria emocional para representar gestos y expresiones con el cuerpo, la voz, el movimiento y hacer uso del espacio 
habi1606;compe126;5738;Utiliza otros lenguajes teatrales para complementar al lingüístico en la dramatización 
habi1607;compe126;5740;Elige formas dramáticas y medios teatrales adecuados para representar ideas, experiencias, sentimientos, pensamientos y creencias 
habi1608;compe126;5742;Aplica convenciones teatrales para la caracterización de personajes 
habi1609;compe126;5744;Teatraliza textos no dramáticos (poemas, relatos, canciones, imágenes, noticias …) 
habi1610;compe127;5746;Conoce elementos básicos del juego dramático (personajes, trama, espacio, tiempo …) 
habi1611;compe127;5748;Reconoce y diferencia los diversos estilos y formas de teatro 
habi1612;compe127;5750;Adquiere criterios para comprender cómo han cambiado las manifestaciones teatrales a lo largo del tiempo y cómo se relacionan con otros ámbitos (ciencia, religión, sociedad, arte) 
habi1613;compe127;5752;Analiza la estructura de un texto teatral literario (conflictos, acciones, tensiones, progresión dramática …) 
habi1614;compe127;5754;Valora críticamente textos teatrales 
habi1615;compe127;5756;Realiza la adaptación de un texto u obra dramática corta 
habi1616;compe127;5758;Elabora, individual o colectivamente, textos dramáticos 
habi1617;compe128;5776;Conoce elementos que forman parte de una puesta en escena 
habi1618;compe128;5778;Planifica colectiva e individualmente las fases del proceso de realización de una obra dramática 
habi1619;compe128;5780;Adopta diferentes roles teatrales (autor, actor, escenógrafo, crítico) 
habi1620;compe128;5782;Confecciona decorados 
habi1621;compe128;5784;Diseña y realiza disfraces 
habi1622;compe128;5786;Integra, en la puesta en escena, recursos escenográficos de diferente índole: luces, decorados, vestimenta, música... 
habi1623;compe128;5788;Se adiestra en técnicas de títeres y de teatro de animación 
habi1624;compe128;5790;Inventa una situación dramática, la escribe, interpreta y realiza el montaje escénico 
habi1625;compe128;5792;Analiza espectáculos y otras manifestaciones escénicas 
habi1626;compe108;9312;Maneja el lector de pantalla NVDA
habi1627;compe108;9314;Convierte textos en audios o braille
habi1628;compe108;9316;Sabe descargar y leer libros digitales
habi1629;compe108;9318;Conoce bibliotecas digitales según sus intereses
habi1630;compe108;9320;Utiliza los audiolibros para su disfrute
habi1631;compe108;9321;Utiliza el movil/tableta como una lupa
habi1632;compe108;9322;Utiliza el movil/tableta como ver desde lejos (Binocular, prismático)
habi1633;compe108;9323;Maneja un asistente virtual con la voz
habi1634;compe108;9324;Utiliza una app para activar la audiodescripción
habi1635;compe108;9325;Utiliza una app para detecta el color de los objetos
habi1636;compe108;9326;Utiliza una app para amplificar el sonido y escuchar mejor las conversaciones
habi1637;compe108;9330; Utiliza el celular para reconocer objetos
habi1638;compe108;9332;Movilidad en los edificios
habi1639;compe108;9334;Utiliza un bastón de ciego con navegador
habi1640;compe108;9337;Utiliza software para detectar la presencia o ausencia de luz
